slug,title,bedrooms,bathrooms,numberOfImages,numberOfFloorplans,numberOfVirtualTours,summary,displayAddress,countryCode,location,propertyImages,propertySubType,listingUpdateReason,listingUpdateDate,premiumListing,featuredProperty,displayPrice,displayPriceQualifier,propertyType,customerSegment,availableFrom,letAgreed,branchId,propertyUrl,shortDescription,longDescription,commercial,residential,newHome,auction
148490561,"East Dean Road, Lockerley, Romsey, Hampshire",3,2,16,1,0,Neatly set back from the road this spacious three bedroom semi-detached house boasts a delightful garden and off road parking.,"East Dean Road, Lockerley, Romsey, Hampshire",GB,"{'latitude': 51.03831, 'longitude': -1.58947}",https://media.rightmove.co.uk/9k/8764/148490561/8764_ROM240148_IMG_00_0000.jpeg,Semi-Detached,price_reduced,2024-07-24T14:40:24Z,True,True,"£525,000",Guide Price,3 bedroom semi-detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/148490561#/?channel=RES_BUY,,Neatly set back from the road this spacious three bedroom semi-detached house boasts a delightful garden and off road parking.,False,True,False,False
145499750,"Belbins, Romsey, Hampshire",4,3,29,1,0,"We are pleased to welcome to the market this stunning four bedroom detached property offering spectacular South West views over the Hampshire countryside. Other features include a self-contained ground floor annex area, triple garage, large plot approaching half an acre, en-suites and a large office","Belbins, Romsey, Hampshire",GB,"{'latitude': 51.01131, 'longitude': -1.49164}",https://media.rightmove.co.uk/9k/8764/145499750/8764_ROM220428_IMG_00_0000.jpeg,Detached,new,2024-03-07T17:47:05Z,True,False,"£1,500,000",,4 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/145499750#/?channel=RES_BUY,,"We are pleased to welcome to the market this stunning four bedroom detached property offering spectacular South West views over the Hampshire countryside. Other features include a self-contained ground floor annex area, triple garage, large plot approaching half an acre, en-suites and a large office",False,True,False,False
150269429,"Canada Road, West Wellow, Romsey, Hampshire",4,2,21,1,1,Detached House set in delightful gardens/paddocks extending to 3.5 acres with gated access to Canada Common. The property has several outbuildings and house has a good frontage providing space for many vehicles. The plot for the house is 0.9 of an acre. Viewing is recommended.,"Canada Road, West Wellow, Romsey, Hampshire",GB,"{'latitude': 50.9589, 'longitude': -1.58861}",https://media.rightmove.co.uk/9k/8764/150269429/8764_ROM240358_IMG_00_0000.jpeg,Detached,new,2024-07-15T18:04:03Z,True,False,"£1,100,000",Offers in Excess of,4 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/150269429#/?channel=RES_BUY,,Detached House set in delightful gardens/paddocks extending to 3.5 acres with gated access to Canada Common. The property has several outbuildings and house has a good frontage providing space for many vehicles. The plot for the house is 0.9 of an acre. Viewing is recommended.,False,True,False,False
148538480,"Oxlease Meadows, Romsey, Hampshire",5,3,15,1,0,"Located in the exclusive Oxlease Meadows development this beautifully presented five bedroom detached home boasts an impressive garden, double garage, ample off road parking and spacious accommodation.","Oxlease Meadows, Romsey, Hampshire",GB,"{'latitude': 51.00185, 'longitude': -1.48718}",https://media.rightmove.co.uk/9k/8764/148538480/8764_ROM240314_IMG_15_0001.jpeg,Detached,price_reduced,2024-07-29T11:26:25Z,True,False,"£1,000,000",Offers in Excess of,5 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/148538480#/?channel=RES_BUY,,"Located in the exclusive Oxlease Meadows development this beautifully presented five bedroom detached home boasts an impressive garden, double garage, ample off road parking and spacious accommodation.",False,True,False,False
147197999,"Cupernham Lane, Romsey, Hampshire",4,0,14,1,0,We are delighted to welcome to the market this beautiful detached four bedroom house in a sought after position in Romsey with ample off street parking and large secluded garden.,"Cupernham Lane, Romsey, Hampshire",GB,"{'latitude': 50.99428, 'longitude': -1.48442}",https://media.rightmove.co.uk/9k/8764/147197999/8764_ROM240191_IMG_00_0000.jpeg,Detached,new,2024-04-24T09:38:35Z,True,False,"£875,000",,4 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/147197999#/?channel=RES_BUY,,We are delighted to welcome to the market this beautiful detached four bedroom house in a sought after position in Romsey with ample off street parking and large secluded garden.,False,True,False,False
147447050,"Abbess Close, Romsey, Hampshire",5,3,13,1,0,"We are pleased to welcome to the market this impressive five bedroom detached house boasting a delightful outlook, double garage, ample off road parking, spacious entrance hall, utility room, downstairs cloakroom, study, separate dining room/snug and two en-suites. ","Abbess Close, Romsey, Hampshire",GB,"{'latitude': 51.00792, 'longitude': -1.477}",https://media.rightmove.co.uk/9k/8764/147447050/8764_ROM240231_IMG_00_0000.jpeg,Detached,new,2024-04-30T18:02:04Z,True,False,"£875,000",Offers in Excess of,5 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/147447050#/?channel=RES_BUY,,"We are pleased to welcome to the market this impressive five bedroom detached house boasting a delightful outlook, double garage, ample off road parking, spacious entrance hall, utility room, downstairs cloakroom, study, separate dining room/snug and two en-suites. ",False,True,False,False
151006877,"Whinwhistle Road, East Wellow, Romsey, Hampshire",4,2,18,1,0,This delightful detached four bedroom bungalow located in a popular position in East Wellow situated down a private track on a 0.67 acre plot.,"Whinwhistle Road, East Wellow, Romsey, Hampshire",GB,"{'latitude': 50.96619, 'longitude': -1.56462}",https://media.rightmove.co.uk/9k/8764/151006877/8764_ROM240444_IMG_00_0000.jpeg,Detached Bungalow,new,2024-08-05T17:50:02Z,False,False,"£850,000",,4 bedroom detached bungalow for sale,,,False,8764,https://www.rightmove.co.uk/properties/151006877#/?channel=RES_BUY,,This delightful detached four bedroom bungalow located in a popular position in East Wellow situated down a private track on a 0.67 acre plot.,False,True,False,False
143293808,"Tithe Mead, Romsey, Hampshire",5,3,18,1,0,We are pleased to welcome to the market this beautiful five bedroom detached house located in the popular Fishlake Meadows including double garage and secluded rear garden.,"Tithe Mead, Romsey, Hampshire",GB,"{'latitude': 50.99781, 'longitude': -1.48951}",https://media.rightmove.co.uk/9k/8764/143293808/8764_ROM230347_IMG_16_0000.jpeg,Detached,new,2024-06-03T09:42:23Z,True,False,"£800,000",Offers in Excess of,5 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/143293808#/?channel=RES_BUY,,We are pleased to welcome to the market this beautiful five bedroom detached house located in the popular Fishlake Meadows including double garage and secluded rear garden.,False,True,False,False
150602927,"Canada Common, West Wellow, Romsey, Hampshire",4,0,18,1,0,VIEWING EVENT SATURDAY 10th August. Please call for an appointment. Michael Rhodes are delighted to welcome this rare opporunity to purchase three bedroom detached bungalow overlooking the desirable Canada Common on a plot of 0.46 acre.,"Canada Common, West Wellow, Romsey, Hampshire",GB,"{'latitude': 50.95724, 'longitude': -1.59147}",https://media.rightmove.co.uk/9k/8764/150602927/8764_ROM240409_IMG_00_0000.jpeg,Detached Bungalow,new,2024-07-24T16:13:04Z,False,False,"£800,000",Offers in Excess of,4 bedroom detached bungalow for sale,,,False,8764,https://www.rightmove.co.uk/properties/150602927#/?channel=RES_BUY,,VIEWING EVENT SATURDAY 10th August. Please call for an appointment. Michael Rhodes are delighted to welcome this rare opporunity to purchase three bedroom detached bungalow overlooking the desirable Canada Common on a plot of 0.46 acre.,False,True,False,False
144063443,"The Frenches, East Wellow, Romsey, Hampshire",4,2,20,1,0,"We are pleased to welcome to the market this four bedroom detached house located in delightful countryside position. Garage, private garden, spacious timber cabin and ample off road parking.","The Frenches, East Wellow, Romsey, Hampshire",GB,"{'latitude': 50.99801, 'longitude': -1.56033}",https://media.rightmove.co.uk/9k/8764/144063443/8764_ROM240031_IMG_00_0000.jpeg,Detached,price_reduced,2024-03-15T09:42:11Z,True,False,"£800,000",,4 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/144063443#/?channel=RES_BUY,,"We are pleased to welcome to the market this four bedroom detached house located in delightful countryside position. Garage, private garden, spacious timber cabin and ample off road parking.",False,True,False,False
149560703,"Newtown Road, Awbridge, Romsey, Hampshire",5,3,23,1,0,This charming and spacious five bedroom detached house located in a peaceful location in Awbridge on a substantial plot.,"Newtown Road, Awbridge, Romsey, Hampshire",GB,"{'latitude': 51.0097, 'longitude': -1.56179}",https://media.rightmove.co.uk/9k/8764/149560703/8764_ROM230587_IMG_00_0000.jpeg,Detached,new,2024-06-25T15:53:01Z,True,False,"£800,000",Guide Price,5 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/149560703#/?channel=RES_BUY,,This charming and spacious five bedroom detached house located in a peaceful location in Awbridge on a substantial plot.,False,True,False,False
148871330,"Newtown Road, Awbridge, Romsey, Hampshire",4,2,15,1,0,"This beautifully presented detached house located in a popular position in Awbridge with ample parking, delightful garden and double garage.","Newtown Road, Awbridge, Romsey, Hampshire",GB,"{'latitude': 51.0097, 'longitude': -1.56179}",https://media.rightmove.co.uk/9k/8764/148871330/8764_ROM240266_IMG_00_0000.jpeg,Detached,price_reduced,2024-07-05T11:51:22Z,True,False,"£800,000",Offers in Excess of,4 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/148871330#/?channel=RES_BUY,,"This beautifully presented detached house located in a popular position in Awbridge with ample parking, delightful garden and double garage.",False,True,False,False
148454312,"Butteridge Rise, Awbridge, Romsey, Hampshire",4,2,15,1,0,"Neatly set back in an exclusive estate this impressive detached house includes ample off road parking, a private rear garden and a double garage.","Butteridge Rise, Awbridge, Romsey, Hampshire",GB,"{'latitude': 51.02095, 'longitude': -1.54115}",https://media.rightmove.co.uk/9k/8764/148454312/8764_ROM230259_IMG_00_0000.jpeg,Detached,price_reduced,2024-07-02T15:46:23Z,True,False,"£800,000",,4 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/148454312#/?channel=RES_BUY,,"Neatly set back in an exclusive estate this impressive detached house includes ample off road parking, a private rear garden and a double garage.",False,True,False,False
86937615,"Sequoia Lane, Braishfield, Romsey, Hampshire",5,4,33,3,0,The Hampworth - brand new beautfiul five bedroom detached house on the desirable Wisteria Gate.,"Sequoia Lane, Braishfield, Romsey, Hampshire",GB,"{'latitude': 51.00646, 'longitude': -1.47203}",https://media.rightmove.co.uk/9k/8764/86937615/8764_ROM240394_IMG_00_0000.jpeg,Detached,price_reduced,2024-07-24T13:59:25Z,False,False,"£800,000",,5 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/86937615#/?channel=RES_BUY,,The Hampworth - brand new beautfiul five bedroom detached house on the desirable Wisteria Gate.,False,True,False,False
150406223,"Winchester Hill, Romsey, Hampshire",4,3,16,1,0,"We are pleased to market this beautifully presented four bedroom detached house boasting an abundance of character. Features include a family room/study, downstairs shower room, separate dining room, en-suite as well as a double garage and off road parking.","Winchester Hill, Romsey, Hampshire",GB,"{'latitude': 50.99862, 'longitude': -1.46941}",https://media.rightmove.co.uk/9k/8764/150406223/8764_ROM240107_IMG_00_0000.jpeg,Detached,new,2024-07-18T16:55:03Z,False,False,"£795,000",,4 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/150406223#/?channel=RES_BUY,,"We are pleased to market this beautifully presented four bedroom detached house boasting an abundance of character. Features include a family room/study, downstairs shower room, separate dining room, en-suite as well as a double garage and off road parking.",False,True,False,False
148050929,"Danes Road, Awbridge, Romsey, Hampshire",4,2,13,1,0,This unique and delightful four bedroom detached house is located in the sought after village of Awbridge along Danes Road. Situated on a large plot this spacious property would provide an impressive family home.,"Danes Road, Awbridge, Romsey, Hampshire",GB,"{'latitude': 51.0136, 'longitude': -1.54564}",https://media.rightmove.co.uk/9k/8764/148050929/8764_ROM240217_IMG_00_0000.jpeg,House,price_reduced,2024-06-06T11:08:39Z,True,False,"£750,000",Offers in Excess of,4 bedroom house for sale,,,False,8764,https://www.rightmove.co.uk/properties/148050929#/?channel=RES_BUY,,This unique and delightful four bedroom detached house is located in the sought after village of Awbridge along Danes Road. Situated on a large plot this spacious property would provide an impressive family home.,False,True,False,False
150824006,"Richmond Lane, Romsey, Hampshire",5,3,20,1,0,"We are pleased to welcome to the market this impressive five bedroom detached house including ample off road parking, a private rear garden, two en-suites, cinema room/office, snug, downstairs cloakroom, utility and a conservatory.","Richmond Lane, Romsey, Hampshire",GB,"{'latitude': 50.99958, 'longitude': -1.48322}",https://media.rightmove.co.uk/9k/8764/150824006/8764_ROM240421_IMG_00_0000.jpeg,Detached,new,2024-07-31T12:16:04Z,False,False,"£750,000",,5 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/150824006#/?channel=RES_BUY,,"We are pleased to welcome to the market this impressive five bedroom detached house including ample off road parking, a private rear garden, two en-suites, cinema room/office, snug, downstairs cloakroom, utility and a conservatory.",False,True,False,False
144727718,"Tate Close, Romsey, Hampshire",6,3,11,1,0,"We are delighted to welcome this beautiful six-bedroom detached property to the market. This property is spread accross three floors and features approx 2,000sqft of living space.","Tate Close, Romsey, Hampshire",GB,"{'latitude': 51.00611, 'longitude': -1.47545}",https://media.rightmove.co.uk/9k/8764/144727718/8764_ROM240097_IMG_00_0000.jpeg,Detached,price_reduced,2024-03-07T16:45:41Z,True,False,"£750,000",Offers in Excess of,6 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/144727718#/?channel=RES_BUY,,"We are delighted to welcome this beautiful six-bedroom detached property to the market. This property is spread accross three floors and features approx 2,000sqft of living space.",False,True,False,False
144969308,"Magnolia Walk, Romsey, Hampshire",5,3,18,1,0,"We are pleased to welcome this beautifully presented five bedroom detached home to the market. Located in the highly desirable Magnolia Walk, this property benefits from approx. 2,000sqft of living space.","Magnolia Walk, Romsey, Hampshire",GB,"{'latitude': 51.00794, 'longitude': -1.48156}",https://media.rightmove.co.uk/9k/8764/144969308/8764_ROM240065_IMG_22_0000.jpeg,Detached,price_reduced,2024-04-30T15:44:40Z,True,False,"£750,000",Offers in Excess of,5 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/144969308#/?channel=RES_BUY,,"We are pleased to welcome this beautifully presented five bedroom detached home to the market. Located in the highly desirable Magnolia Walk, this property benefits from approx. 2,000sqft of living space.",False,True,False,False
144059036,"Winchester Hill, Romsey, Hampshire",4,2,17,1,0,"This beautiful four bedroom detached house located in a very desirable location in Romsey including double garage, ample off street parking and large garden.","Winchester Hill, Romsey, Hampshire",GB,"{'latitude': 50.99373, 'longitude': -1.48214}",https://media.rightmove.co.uk/9k/8764/144059036/8764_ROM240061_IMG_00_0000.jpeg,Detached,price_reduced,2024-02-27T12:13:44Z,True,False,"£750,000",,4 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/144059036#/?channel=RES_BUY,,"This beautiful four bedroom detached house located in a very desirable location in Romsey including double garage, ample off street parking and large garden.",False,True,False,False
147813560,"Foster Way, Romsey, Hampshire",6,3,24,1,0,"Benefitting from delightful views this impressive six bedroom detached house includes a private garden, spacious accommodation off road parking and a garage.","Foster Way, Romsey, Hampshire",GB,"{'latitude': 51.0064, 'longitude': -1.47901}",https://media.rightmove.co.uk/9k/8764/147813560/8764_ROM240220_IMG_00_0000.jpeg,Detached,price_reduced,2024-06-25T14:31:10Z,True,False,"£750,000",Offers in Excess of,6 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/147813560#/?channel=RES_BUY,,"Benefitting from delightful views this impressive six bedroom detached house includes a private garden, spacious accommodation off road parking and a garage.",False,True,False,False
143550707,"Lyndhurst Road, Landford, Salisbury, Wiltshire",3,2,24,1,0,"We are pleased to welcome to the market this spacious three bedroom period detached cottage boasting an abundance of character, double garage, ample off road parking and a delightful garden. Located in an excellent position within the picturesque and historic New Forest National Park.","Lyndhurst Road, Landford, Salisbury, Wiltshire",GB,"{'latitude': 50.97269, 'longitude': -1.63803}",https://media.rightmove.co.uk/9k/8764/143550707/8764_ROM240032_IMG_17_0001.jpeg,Detached,new,2024-06-27T09:41:42Z,True,False,"£745,000",,3 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/143550707#/?channel=RES_BUY,,"We are pleased to welcome to the market this spacious three bedroom period detached cottage boasting an abundance of character, double garage, ample off road parking and a delightful garden. Located in an excellent position within the picturesque and historic New Forest National Park.",False,True,False,False
149891033,"Horseshoe Drive, Romsey, Hampshire",4,2,16,1,0,We are pleased to welcome to the market this delightful four bedroom detached house located in the popular Horseshoe Drive with double garage and beautiful rear garden.,"Horseshoe Drive, Romsey, Hampshire",GB,"{'latitude': 51.0017, 'longitude': -1.4745}",https://media.rightmove.co.uk/9k/8764/149891033/8764_ROM240377_IMG_00_0000.jpeg,Detached,new,2024-07-05T10:29:07Z,True,False,"£735,000",,4 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/149891033#/?channel=RES_BUY,,We are pleased to welcome to the market this delightful four bedroom detached house located in the popular Horseshoe Drive with double garage and beautiful rear garden.,False,True,False,False
148071248,"Nutshalling Avenue, Rownhams, Southampton, Hampshire",5,3,28,1,1,"This excellent five bedroom detached house located in a quiet position with ample off street parking, double garage and secluded garden.","Nutshalling Avenue, Rownhams, Southampton, Hampshire",GB,"{'latitude': 50.9457, 'longitude': -1.45905}",https://media.rightmove.co.uk/9k/8764/148071248/8764_ROM230406_IMG_00_0000.jpeg,Detached,new,2024-05-16T14:44:09Z,True,False,"£735,000",Guide Price,5 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/148071248#/?channel=RES_BUY,,"This excellent five bedroom detached house located in a quiet position with ample off street parking, double garage and secluded garden.",False,True,False,False
136877108,"Betteridge Drive, Rownhams, Southampton, Hampshire",5,2,19,1,0,"We are pleased to welcome to the market this delightful five bedroom property in the sought after area of Rownhams including double garage, off street parking and private garden.","Betteridge Drive, Rownhams, Southampton, Hampshire",GB,"{'latitude': 50.94895, 'longitude': -1.46186}",https://media.rightmove.co.uk/9k/8764/136877108/8764_ROM180322_IMG_18_0000.jpeg,Detached,new,2024-05-01T18:04:30Z,False,False,"£700,000",Offers in Excess of,5 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/136877108#/?channel=RES_BUY,,"We are pleased to welcome to the market this delightful five bedroom property in the sought after area of Rownhams including double garage, off street parking and private garden.",False,True,False,False
150908012,"Calmore Crescent, Calmore, Southampton, Hampshire",3,1,10,1,0,We are delighted to welcome this spacious three bedroom semi-detached property to the market. Benefting from granted planning permission for a two storey side extension. No Forward Chain.,"Calmore Crescent, Calmore, Southampton, Hampshire",GB,"{'latitude': 50.92853, 'longitude': -1.52214}",https://media.rightmove.co.uk/9k/8764/150908012/8764_ROM240395_IMG_00_0000.jpeg,Semi-Detached,new,2024-08-02T10:05:03Z,False,True,"£375,000",,3 bedroom semi-detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/150908012#/?channel=RES_BUY,,We are delighted to welcome this spacious three bedroom semi-detached property to the market. Benefting from granted planning permission for a two storey side extension. No Forward Chain.,False,True,False,False
86934816,"Crampmoor Lane, Crampmoor, Romsey, Hampshire",4,2,20,1,0,An excellent opportunity to purchase a four bedroom detached bungalow positioned on a large plot with ample parking and double garage.,"Crampmoor Lane, Crampmoor, Romsey, Hampshire",GB,"{'latitude': 50.9982, 'longitude': -1.4573}",https://media.rightmove.co.uk/9k/8764/86934816/8764_ROM230564_IMG_00_0000.jpeg,Detached Bungalow,new,2024-07-04T11:00:07Z,True,False,"£700,000",Offers in Excess of,4 bedroom detached bungalow for sale,,,False,8764,https://www.rightmove.co.uk/properties/86934816#/?channel=RES_BUY,,An excellent opportunity to purchase a four bedroom detached bungalow positioned on a large plot with ample parking and double garage.,False,True,False,False
148238957,"Chivers Road, Romsey, Hampshire",6,3,14,1,0,"We are pleased to welcome to the market this impressive six bedroom detached house including a private rear garden, spacious accommodation, off road parking and a garage.","Chivers Road, Romsey, Hampshire",GB,"{'latitude': 51.00729, 'longitude': -1.47872}",https://media.rightmove.co.uk/9k/8764/148238957/8764_ROM240275_IMG_11_0000.jpeg,Detached,price_reduced,2024-06-14T09:08:25Z,True,False,"£700,000",Offers Over,6 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/148238957#/?channel=RES_BUY,,"We are pleased to welcome to the market this impressive six bedroom detached house including a private rear garden, spacious accommodation, off road parking and a garage.",False,True,False,False
150973496,"Oxlease Close, Romsey, Hampshire",4,2,17,1,0,"This well presented four bedroom detached house positioned in the delightful Oxlease Close with a double garage, ample parking, and secluded garden.","Oxlease Close, Romsey, Hampshire",GB,"{'latitude': 50.99861, 'longitude': -1.48637}",https://media.rightmove.co.uk/9k/8764/150973496/8764_ROM240426_IMG_00_0000.jpeg,Detached,new,2024-08-05T09:13:04Z,False,False,"£695,000",,4 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/150973496#/?channel=RES_BUY,,"This well presented four bedroom detached house positioned in the delightful Oxlease Close with a double garage, ample parking, and secluded garden.",False,True,False,False
141028121,"Romsey Road, East Wellow, Romsey",3,0,14,1,0,"We are pleased to welcome to the market this three bedroom detached bungalow. The property boasts an impressive plot of approximately 0.43 acre and features a spacious sitting room, ample off road parking, double garage, workshop and a delightful rear garden.","Romsey Road, East Wellow, Romsey",GB,"{'latitude': 50.97394, 'longitude': -1.5691}",https://media.rightmove.co.uk/9k/8764/141028121/8764_ROM210458_IMG_00_0000.jpeg,Detached Bungalow,new,2023-10-18T17:16:06Z,True,False,"£695,000",Guide Price,3 bedroom detached bungalow for sale,,,False,8764,https://www.rightmove.co.uk/properties/141028121#/?channel=RES_BUY,,"We are pleased to welcome to the market this three bedroom detached bungalow. The property boasts an impressive plot of approximately 0.43 acre and features a spacious sitting room, ample off road parking, double garage, workshop and a delightful rear garden.",False,True,False,False
146397689,"Horseshoe Drive, Romsey, Hampshire",4,2,16,1,0,"We are pleased to welcome to the market this impressive four bedroom detached house positioned in a quiet cul-de-sac with a generous size garden, off road parking and a large garage.","Horseshoe Drive, Romsey, Hampshire",GB,"{'latitude': 51.0017, 'longitude': -1.4745}",https://media.rightmove.co.uk/9k/8764/146397689/8764_ROM240187_IMG_00_0000.jpeg,Detached,new,2024-04-03T12:54:08Z,False,False,"£695,000",,4 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/146397689#/?channel=RES_BUY,,"We are pleased to welcome to the market this impressive four bedroom detached house positioned in a quiet cul-de-sac with a generous size garden, off road parking and a large garage.",False,True,False,False
150708146,"Peel Close, Romsey, Hampshire",4,2,15,1,0,"Located in an exclusive cul-de-sac this very well presented four bedroom detached house includes a double garage, private rear garden and off road parking.","Peel Close, Romsey, Hampshire",GB,"{'latitude': 50.99897, 'longitude': -1.46798}",https://media.rightmove.co.uk/9k/8764/150708146/8764_ROM240327_IMG_00_0000.jpeg,Detached,new,2024-07-27T09:21:02Z,False,False,"£670,000",,4 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/150708146#/?channel=RES_BUY,,"Located in an exclusive cul-de-sac this very well presented four bedroom detached house includes a double garage, private rear garden and off road parking.",False,True,False,False
138714794,"Elm Tree Gardens, Romsey",4,0,16,1,0,"We are delighted to welcome to the market this well presented four bedroom chalet bungalow sitting on approx. 0.20 of acre located in a highly sought after area backing onto farmland. Including off street parking for ample cars, garage, four bedrooms and 100ft garden.","Elm Tree Gardens, Romsey",GB,"{'latitude': 50.98656, 'longitude': -1.46769}",https://media.rightmove.co.uk/9k/8764/138714794/8764_ROM210168_IMG_16_0000.jpeg,Detached,price_reduced,2023-10-07T11:25:15Z,True,False,"£650,000",Guide Price,4 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/138714794#/?channel=RES_BUY,,"We are delighted to welcome to the market this well presented four bedroom chalet bungalow sitting on approx. 0.20 of acre located in a highly sought after area backing onto farmland. Including off street parking for ample cars, garage, four bedrooms and 100ft garden.",False,True,False,False
150755513,"Chambers Close, Nursling, Southampton, Hampshire",5,3,19,1,0,"This beautifully presented five bedroom detached house located in a quiet position with a woodland outlook, double garage and secluded garden.","Chambers Close, Nursling, Southampton, Hampshire",GB,"{'latitude': 50.94241, 'longitude': -1.46834}",https://media.rightmove.co.uk/9k/8764/150755513/8764_ROM240415_IMG_19_0000.jpeg,Detached,new,2024-07-29T16:53:03Z,False,False,"£650,000",,5 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/150755513#/?channel=RES_BUY,,"This beautifully presented five bedroom detached house located in a quiet position with a woodland outlook, double garage and secluded garden.",False,True,False,False
149096882,"Botley Road, Romsey, Hampshire",3,2,9,2,0,Montfort Place is an exclusive development of four brand new individually design bungalows with private rear gardens and parking nestled in a quiet cul-de-sac position on the outskirts of the picturesque market town of Romsey.,"Botley Road, Romsey, Hampshire",GB,"{'latitude': 50.98667, 'longitude': -1.47125}",https://media.rightmove.co.uk/9k/8764/149096882/8764_ROM240331_IMG_00_0000.jpeg,Detached,new,2024-06-13T15:58:04Z,False,False,"£640,000",,3 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/149096882#/?channel=RES_BUY,,Montfort Place is an exclusive development of four brand new individually design bungalows with private rear gardens and parking nestled in a quiet cul-de-sac position on the outskirts of the picturesque market town of Romsey.,False,True,False,False
149014943,"Botley Road, Romsey, Hampshire",3,2,10,2,0,Montfort Place is an exclusive development of four brand new individually design bungalows with private rear gardens and parking nestled in a quiet cul-de-sac position on the outskirts of the picturesque market town of Romsey.,"Botley Road, Romsey, Hampshire",GB,"{'latitude': 50.98667, 'longitude': -1.47125}",https://media.rightmove.co.uk/9k/8764/149014943/8764_ROM240333_IMG_00_0000.jpeg,Detached,new,2024-06-11T17:05:03Z,False,False,"£625,000",,3 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/149014943#/?channel=RES_BUY,,Montfort Place is an exclusive development of four brand new individually design bungalows with private rear gardens and parking nestled in a quiet cul-de-sac position on the outskirts of the picturesque market town of Romsey.,False,True,False,False
142414418,"Horseshoe Drive, Romsey, Hampshire",4,3,18,1,0,"Located in an excellent position this impressive four bedroom detached house includes a double garage, private rear garden, ample off road parking, study, open plan kitchen/diner, utility, downstairs shower room and en-suite. No forward chain.","Horseshoe Drive, Romsey, Hampshire",GB,"{'latitude': 51.0017, 'longitude': -1.4745}",https://media.rightmove.co.uk/9k/8764/142414418/8764_ROM190365_IMG_18_0001.jpeg,Detached,price_reduced,2024-01-25T16:33:41Z,True,False,"£625,000",Guide Price,4 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/142414418#/?channel=RES_BUY,,"Located in an excellent position this impressive four bedroom detached house includes a double garage, private rear garden, ample off road parking, study, open plan kitchen/diner, utility, downstairs shower room and en-suite. No forward chain.",False,True,False,False
149210621,"Woodley Lane, Romsey, Hampshire",4,2,11,1,0,Located in a sought after position on a large plot this four bedroom detached bungalow includes a double garage and a delightful private rear garden.,"Woodley Lane, Romsey, Hampshire",GB,"{'latitude': 50.99607, 'longitude': -1.48255}",https://media.rightmove.co.uk/9k/8764/149210621/8764_ROM230601_IMG_00_0000.jpeg,Detached Bungalow,new,2024-06-15T16:10:02Z,False,False,"£620,000",Offers in Excess of,4 bedroom detached bungalow for sale,,,False,8764,https://www.rightmove.co.uk/properties/149210621#/?channel=RES_BUY,,Located in a sought after position on a large plot this four bedroom detached bungalow includes a double garage and a delightful private rear garden.,False,True,False,False
149046359,"Botley Road, Romsey, Hampshire",3,2,12,0,0,Montfort Place is an exclusive development of four brand new individually design bungalows with private rear gardens and parking nestled in a quiet cul-de-sac position on the outskirts of the picturesque market town of Romsey.,"Botley Road, Romsey, Hampshire",GB,"{'latitude': 50.98667, 'longitude': -1.47125}",https://media.rightmove.co.uk/9k/8764/149046359/8764_ROM240332_IMG_00_0000.jpeg,Detached,new,2024-06-12T14:59:04Z,False,False,"£615,000",,3 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/149046359#/?channel=RES_BUY,,Montfort Place is an exclusive development of four brand new individually design bungalows with private rear gardens and parking nestled in a quiet cul-de-sac position on the outskirts of the picturesque market town of Romsey.,False,True,False,False
